playlist_id,track_ids
10024884,2977146 355688 88403 1320180 2754424 
10624787,1569671 2746140 629144 1045017 2994193 
4891851,3084931 841525 1670983 3755251 2607932 
4267369,1707603 3727608 2145290 1824320 1960976 
65078,2985809 2304660 1389330 2913021 1659945 
10637124,2108379 3522394 4709805 1978054 914721 
3223162,3302422 3542444 1234253 1067985 2109868 
7541503,2214905 3331123 2792757 1675995 1772597 
6189367,3011927 195273 3866162 3554932 2286953 
8459943,338393 2279551 3349941 2386001 2235035 
10138804,1139169 137945 3102164 1935536 1444202 
10562075,3474963 3231199 972425 146495 3102383 
10184821,1104101 964433 2950401 106861 170797 
4189678,956879 2442437 443309 1111065 3871987 
6299524,1154878 3207145 3037350 3001581 3520079 
8515028,1065291 3102164 137945 1444202 1935536 
10631638,2789662 172121 3194405 571599 3161144 
10947423,3006103 2740759 2133874 3102412 248396 
11295404,2010776 3626529 1232608 3290069 3362185 
3884714,1596617 1176096 1297735 1742452 2410714 
10680851,2454843 42737 2838916 271678 2130409 
3228268,3763280 3349872 2137219 2215345 457576 
7850055,1824320 1734420 2820062 1132420 143307 
10864017,2805323 506014 2752955 3616837 2328263 
5660760,666317 2367839 1364330 716422 2812423 
4157419,3413323 1120425 1852291 1508387 2274027 
3304833,2816581 2854658 2148459 3853650 3051566 
1911645,911131 3872219 720144 802019 3760493 
4902536,3334539 2328579 3704289 2196066 3578026 
1140304,3526800 3203885 1188202 1335882 1499107 
4310448,2175067 284204 287886 1747164 1517116 
4874293,1948917 2850091 1081408 2752761 2170311 
7541314,1532598 3291100 1249071 3658800 3057834 
8910289,3064946 3787178 2863952 2139880 661656 
11761351,2190582 2651669 3287413 346504 3493388 
6611489,1786973 1984627 938442 951012 1476786 
5431593,1563309 2875760 1996934 2552741 2645541 
7772264,2786698 2907515 1767784 1347231 2305775 
5615774,217060 3828446 1691152 2694786 2009238 
7698427,675046 2185287 2471907 133074 382174 
5903309,2276032 1145913 2907515 700536 2888226 
10032246,1362004 2953740 134422 1356579 2514811 
6718882,1088972 427667 2147951 2824933 1043650 
1072577,3210463 3054584 3147426 195273 3189307 
5047826,1613960 2839253 951148 2550726 844878 
5241540,1160158 646455 3669692 109213 195273 
11056046,1881444 710844 1600595 457571 1605486 
713681,2318572 1820641 554032 3603787 87336 
10350609,159968 151353 1713696 3357378 1156139 
7542080,2820631 1832679 3509384 1803756 1474451 
7127454,3236391 2550592 1713531 2422331 2683131 
11192507,3469154 1887793 3601887 2994981 192563 
11065937,1887605 1690872 1403116 1464774 2127454 
4743330,1789319 3205456 1944096 3873342 2104488 
221395,1852291 3242991 2302277 2236425 470500 
10985037,677466 119302 2174830 2879189 3477524 
3755267,2083565 3655574 621873 3450097 3291169 
7440845,621364 3102328 3782516 1327416 2581009 
8426989,42808 1402419 1165898 260212 2586423 
82847,2592810 1885609 2226159 1254465 1338177 
5963503,4634180 3006587 1844195 3262994 3014433 
7809227,163048 1482828 847332 3425634 2730872 
6544963,337353 862184 2185590 680842 3195453 
10178374,1882174 444435 1539167 2762406 2350576 
472200,3081026 689324 3323012 1080646 1108190 
10688607,2855235 519759 344709 3795367 1327233 
7541732,3763280 3874676 1842747 1116907 1438071 
6751827,1081426 710665 190539 1088475 2643080 
4192208,575195 1679328 1713680 950578 3085352 
8830133,853822 1349692 4562677 3220702 2783275 
11635785,1510424 2514811 4440440 3133738 2991316 
4526137,3646644 1972975 1295848 496847 201420 
970740,3423162 3167821 2825397 2484707 714997 
5879343,1871587 1210944 1244538 3053398 1067436 
5742191,2245140 2674772 633371 2759209 265555 
10356493,263046 2883169 2721283 852845 3532357 
10061153,1093337 104993 3770278 3461012 2948449 
7096673,1897135 2467163 2316840 1291193 2422331 
6890734,2946100 1292984 2983338 1939943 2447242 
4923978,1796561 2016186 2876 1816121 2993028 
3560810,3581982 1074412 2484707 714997 112184 
6646811,2973297 1091856 915407 2891177 2009238 
3827542,2251897 3550123 2732418 1945890 1075264 
3745410,2173297 410452 3772070 964433 2778293 
3092546,3281268 2256906 1108190 1030808 1707918 
4160606,956879 2442437 345031 633371 3254734 
7839970,2825397 2872948 3030940 682165 3783889 
4904789,405885 1415903 567903 917111 972425 
7192530,863177 3126815 2419719 1903602 1754625 
108413,3299723 2825346 1738326 1111810 2380065 
10470643,1852291 2236425 2543799 1598402 1556659 
6701679,1563052 911279 2207920 2952287 1043650 
4472293,4700700 1784052 491008 3427000 680781 
1366641,205651 304071 2173304 551651 2130175 
4107298,3515869 1124555 1053213 1768574 406822 
8942905,2833768 477570 500882 2234996 2234870 
7947658,217060 3828446 1691152 2694786 3515104 
8154951,3527264 159981 3636918 879546 2722967 
816773,2825397 2467163 1897135 465197 405885 
1322559,2308873 1288617 185169 2784005 2575852 
3706908,3452797 147758 2843403 680842 2839234 
3874174,1739003 3772577 1929011 538311 2659782 
4059069,2109868 1067985 2160627 3302422 1234253 
11513495,2825397 263046 2883169 2855235 470063 
3986647,1796561 315980 1080646 1108190 3281268 
8764313,940299 2478865 2289355 2477460 3550123 
2971209,3782473 3261106 83121 2010262 2982627 
6014433,1386266 247770 406822 3515869 1053213 
5595040,813919 1242584 2428964 442899 1608432 
8603774,3261106 83121 2010262 2982627 496847 
7873897,287201 2103180 3221339 2954174 306786 
2432287,2579946 2471937 1790347 678305 798801 
5233602,4700754 3102164 137945 1444202 1935536 
8486347,2768310 1692290 1471045 680781 1873698 
4703236,1948917 1206210 1081408 2170311 2850091 
4597972,475492 427667 2824933 2147951 1088972 
4242707,2104674 2580878 2696764 2372673 938435 
3126872,634503 2581319 2808035 431410 3378750 
8150977,1388798 1559022 2306694 1386266 1053213 
4671336,3788774 3000031 2883169 263046 3616837 
10978418,1507353 1088537 2050408 1275169 535599 
5929816,2967307 2003964 3130062 1525557 2734974 
7417487,2933818 2967212 2709648 3309742 357916 
8591052,1157460 2328263 2805323 2308055 506014 
5465206,710844 1234097 2672286 1881444 1177937 
8304869,2293450 577222 3356824 1099668 2208614 
4122340,1604514 2433491 3242407 478483 633794 
6447596,2454365 1904865 106504 3207268 3870463 
10836215,3559235 2619282 2556604 3569434 3865665 
3719936,2214905 3249383 1441211 3701548 3557491 
2065623,1234032 372376 186164 1153691 2608245 
8249664,680842 1981778 1343363 633794 2768037 
11139177,1053213 331609 1124555 15005 406822 
5598423,3319202 21356 474959 612635 3147433 
10985259,1213215 2856613 2301983 2890769 1038237 
7610669,415686 309933 2322101 1224491 289298 
3242168,2825397 3589233 1299019 1200959 3783889 
5448425,2214911 450180 2748784 1547985 810439 
4926159,868788 2083287 3360385 1200650 486535 
10134627,3589233 2825397 3391339 2458643 1942776 
1760933,1738326 1111810 3299723 2825346 68405 
620237,2008442 2209079 3030940 2872948 682165 
10360102,2839234 1042991 3013780 1321346 3850694 
3291754,1735834 857649 3357258 2819549 1809496 
5624403,2652474 2732359 133074 1088938 2185287 
5396367,3266467 3175191 1037579 1741958 3831317 
11341158,1563045 1713531 3126914 2276032 1327233 
5636293,2175424 260103 3851443 1187870 1558720 
7778733,3054584 3210463 87720 2251897 1203090 
10523578,3604095 2327542 1792869 1471072 1049280 
7312005,3536253 2442814 1714869 1082356 2841550 
11558637,3518803 4765905 2795552 2063489 3038088 
642791,3103959 3349517 1987472 1791261 3773373 
3158922,87720 1203090 911279 2952287 3775376 
7743903,2251897 295235 1887605 3582437 1978054 
5070166,2454843 3327082 2432393 1735165 3659280 
